baseline_version,jp_term,cn_term,category,count,classification,applicability,source_authority,source_hash,reason,examples,origin
photonflowers-ex-terms-v1.0,鎧衣君,铠衣,address_form,9,confirmed,classmates→Extra male 铠衣尊人,formal Extra JP/CN addressing snapshot,954ef4f7dc455556110465ab9bcfe9340b2beaad9d2184a4a423042d59672869,official examples agree; identity is male,pf:static:photonflowers11.rio:487194916:00042770 | 千鶴 | 【千鶴】「鎧衣君、<03>あなたもね」<01> || pf:static:photonflowers11.rio.002:1238534540:00059660 | 千鶴 | 【千鶴】「白銀君の好みはどうあれ、<03>こういう食べ物はあるってことよ。<0A>鎧衣君が言ってたでしょ？」<01> || pf:static:photonflowers11.rio.002:1366349532:00076938 | 純夏 | 【純夏】「えっ！？　タケルちゃんに男の友情プレゼント買いたいからつきあってくれって言ったの、<03>鎧衣君じゃない？！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,壬姫ちゃん,壬姬,address_form,8,confirmed,鉴纯夏→珠濑壬姬; Extra,formal Extra JP/CN addressing snapshot,954ef4f7dc455556110465ab9bcfe9340b2beaad9d2184a4a423042d59672869,official examples retain given name,pf:static:photonflowers11.rio.002:30631052:00073694 | 純夏 | 【純夏】「…<03>…<03>壬姫ちゃん」<01> || pf:static:photonflowers11.rio.002:1162587616:00059792 | 純夏 | 【純夏】「壬姫ちゃんの家ではね、<03>牛乳と一緒に豆乳を少し入れて、<03>あと、<03>サワークリームを入れるんだって」<01> || pf:static:photonflowers11.rio.002:1366349532:00075562 | 純夏 | 【純夏】「なにやってるのさ！　壬姫ちゃんにコスプレまがいの格好させて！！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,彩峰さん,彩峰,address_form,8,confirmed,榊千鹤/同学→彩峰慧; Extra,formal Extra JP/CN addressing snapshot,954ef4f7dc455556110465ab9bcfe9340b2beaad9d2184a4a423042d59672869,official examples agree,pf:static:photonflowers11.rio.002:969768164:00019231 | 純夏 | 【純夏】「あ、<03>あははははっ！！　あ、<03>彩峰さん待ってたんだよ～～～さーさー、<03>中に入って！」<01> || pf:static:photonflowers11.rio.002:1291020652:00051335 | 千鶴 | 【千鶴】「わ、<03>分かったわよ。<0A>彩峰さんの言うことはもっともだわ…<03>…<03>悔しいけど」<01> || pf:static:photonflowers11.rio.002:1391025672:00075205 | 柏木 | 【柏木】「あ、<03>彩峰さん、<03>何やってるの！？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,珠瀬さん,珠濑,address_form,7,confirmed,榊千鹤→珠濑壬姬; Extra,formal Extra JP/CN addressing snapshot,954ef4f7dc455556110465ab9bcfe9340b2beaad9d2184a4a423042d59672869,official examples agree,pf:static:photonflowers11.rio:487417908:00103699 | 千鶴 | 【千鶴】「珠瀬さん？　どうかしたの？」<01> || pf:static:photonflowers11.rio:487417908:00106249 | 千鶴 | 【千鶴】「珠瀬さんに、<03>ちゃんと謝りなさいよね」<01> || pf:static:photonflowers11.rio:487417908:00110093 | 千鶴 | 【千鶴】「ちょっと白銀君！　バカやってないでさっさと出て行きなさいよ！　珠瀬さん、<03>まだ着替え中で…<03>…<03>…<03>…<03>あっ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,茜,凉宫茜,character,7,confirmed,Extra student/entity,origin/main glossary + formal Muv-Luv CN,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,speaker label,,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,神宮司,神宫司,public_glossary_exact,6,confirmed,exact chapter context,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,applicable exact public glossary match,pf:static:photonflowers11.rio.002:30631052:00119784 | まりも | 【まりも】「――あのね白銀君！　『神宮司先生すみませんでした』でしょ！！」<01> || pf:static:photonflowers11.rio.002:1495411112:00016647 | まりも | 【まりも】「神宮司先生、<03>でしょ！？　はあ…<03>…<03>もういい加減注意するのもバカらしくなってきたわ。<0A>あと少しで卒業なのに」<01> || pf:static:photonflowers11.rio.002:1602830768:00131371 | 月詠 | 【月詠】「謹んでお預かり致します…<03>…<03>神宮司教諭のご配慮…<03>…<03>我が主に代わって感謝致します」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,御剣冥夜,御剑冥夜,public_glossary_exact,5,confirmed,exact chapter context,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,applicable exact public glossary match,pf:static:photonflowers11.rio.002:1602830768:00131071 | まりも | 【まりも】「…<03>…<03>では月詠さん、<03>これを御剣冥夜さんにお渡しください」<01> || pf:static:photonflowers11.rio:487890932:00206283 | 月詠 | 【月詠】「あのお方は御剣冥夜様でございます」<01> || pf:static:photonflowers11.rio.002:186673440:00108965 |  | この御剣冥夜に宿りし剣の技で…………。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,香月先生,香月老师,address_form,5,confirmed,Extra school stage only,formal Extra JP/CN examples,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,do not import Alternative command titles,pf:static:photonflowers11.rio.002:30631052:00083400 | 純夏 | 【純夏】「香月先生っ！　おはようじゃないですよっ！　タケルちゃんがっっ！！」<01> || pf:static:photonflowers11.rio.002:1391025672:00092521 | 壬姫 | 【壬姫】「香月先生…<03>…<03>」<01> || pf:static:photonflowers11.rio.002:1599749696:00038074 | 柏木 | 【柏木】「香月先生も言ってたでしょ？　信用って言うリスクを負うんだって」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,冥夜ちゃん,冥夜,address_form,3,confirmed,珠濑壬姬→御剑冥夜; Extra,formal Extra JP/CN addressing snapshot,954ef4f7dc455556110465ab9bcfe9340b2beaad9d2184a4a423042d59672869,official named examples agree,pf:static:photonflowers11.rio.002:1602830768:00130467 | 壬姫 | 【壬姫】「冥夜ちゃんは…<03>…<03>冥夜ちゃんは…<03>…<03>元気ですかー？」<01> || pf:static:photonflowers11.rio.002:1602830768:00130467 | 壬姫 | 【壬姫】「冥夜ちゃんは…<03>…<03>冥夜ちゃんは…<03>…<03>元気ですかー？」<01> || pf:static:photonflowers11.rio.002:1602830768:00132047 | 壬姫 | 【壬姫】「月詠さん…<03>…<03>冥夜ちゃんに…<03>…<03>おめでとうって…<03>…<03>伝えてください」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,武様,武先生,address_form,3,confirmed,月咏/侍从→白银武; Extra,formal Extra JP/CN addressing snapshot,954ef4f7dc455556110465ab9bcfe9340b2beaad9d2184a4a423042d59672869,official direct-address examples agree,pf:static:photonflowers11.rio.002:1391025672:00120997 | 謎の人物Ａ | 【謎の人物Ａ】「いいえ、<03>武様。<0A>私は月詠と申すものではありません」<01> || pf:static:photonflowers11.rio.002:1602830768:00166101 | 月詠 | 【月詠】「武様…<03>…<03>安心致しました。<0A>良い土産話を持って帰ることができますわ」<01> || pf:static:photonflowers11.rio.002:1602830768:00167271 | 月詠 | 【月詠】「…<03>…<03>…<03>…<03>武様」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,白銀武,白银武,public_glossary_exact,2,confirmed,exact chapter context,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,applicable exact public glossary match,pf:static:photonflowers11.rio.002:30631052:00106704 |  | ――だがなあっ！　この白銀武――おまえらの台本どおりには踊らされないぜッ！<01> || pf:static:photonflowers11.rio.002:1602830768:00117903 | まりも | 【まりも】「白銀武くん！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,神宮司先生,神宫司老师,address_form,2,confirmed,students→神宫司麻理茉; Extra school stage,formal Extra JP/CN examples,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,school-stage teacher title,pf:static:photonflowers11.rio.002:30631052:00119784 | まりも | 【まりも】「――あのね白銀君！　『神宮司先生すみませんでした』でしょ！！」<01> || pf:static:photonflowers11.rio.002:1495411112:00016647 | まりも | 【まりも】「神宮司先生、<03>でしょ！？　はあ…<03>…<03>もういい加減注意するのもバカらしくなってきたわ。<0A>あと少しで卒業なのに」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,彩峰慧,彩峰慧,public_glossary_exact,1,confirmed,exact chapter context,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,applicable exact public glossary match,pf:static:photonflowers11.rio.002:1602830768:00123077 | まりも | 【まりも】「…<03>…<03>彩峰慧さん」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,柏木さん,柏木,address_form,1,confirmed,榊千鹤/神宫司麻理茉→柏木晴子; Extra,formal Extra JP/CN addressing snapshot,954ef4f7dc455556110465ab9bcfe9340b2beaad9d2184a4a423042d59672869,official examples agree,pf:static:photonflowers11.rio.002:1599749696:00037880 | 千鶴 | 【千鶴】「ちょっと、<03>柏木さん…<03>…<03>いいの？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,柏木晴子,柏木晴子,public_glossary_exact,1,confirmed,exact chapter context,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,applicable exact public glossary match,pf:static:photonflowers11.rio.002:1602830768:00125493 | まりも | 【まりも】「柏木晴子さん」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,榊千鶴,榊千鹤,public_glossary_exact,1,confirmed,exact chapter context,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,applicable exact public glossary match,pf:static:photonflowers11.rio.002:1602830768:00125701 | まりも | 【まりも】「榊千鶴さん」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,珠瀬壬姫,珠濑壬姬,public_glossary_exact,1,confirmed,exact chapter context,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,applicable exact public glossary match,pf:static:photonflowers11.rio.002:1602830768:00126493 | まりも | 【まりも】「珠瀬壬姫さん」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,鎧衣尊人,铠衣尊人,public_glossary_exact,1,confirmed,exact chapter context,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,applicable exact public glossary match,pf:static:photonflowers11.rio.002:1602830768:00121073 | まりも | 【まりも】「鎧衣尊人くん！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,鑑純夏,鉴纯夏,public_glossary_exact,1,confirmed,exact chapter context,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,applicable exact public glossary match,pf:static:photonflowers11.rio.002:1602830768:00124549 | まりも | 【まりも】「鑑純夏さん」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,白陵大付属柊学園,白陵大附属柊学园,institution,0,confirmed,school name,origin/main glossary,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,exact applicable match,,full_read_manual_addition
photonflowers-ex-terms-v1.0,オレ,,ordinary_katakana_or_sound,425,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00039966 | 武 | 【武】「出たよ『常識』！　それは誰の常識だ？　オレにはオレの常識があるんだよっ！」<01> || pf:static:photonflowers11.rio:487194916:00039966 | 武 | 【武】「出たよ『常識』！　それは誰の常識だ？　オレにはオレの常識があるんだよっ！」<01> || pf:static:photonflowers11.rio:487194916:00040862 | 武 | 【武】「そこにオレを混ぜるな。<0A>いつも委員長が勝手につっかかって来てるだけだからな」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,タケル,,ordinary_katakana_or_sound,227,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00043536 | 純夏 | 【純夏】「ねえねえ、<03>タケルちゃ～ん、<03>こっちは終わったよー」<01> || pf:static:photonflowers11.rio:487194916:00056502 | 純夏 | 【純夏】「――ど、<03>どうしたのタケルちゃん？　アロハオエ～～？」<01> || pf:static:photonflowers11.rio:487194916:00057294 | 純夏 | 【純夏】「でもタケルちゃん」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,銀行強盗１,,functional_speaker_label,101,contextual,speaker/group/role label,authoritative speaker_jp scan,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,translate label according to row context; not a reusable proper term,,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,銀行強盗２,,functional_speaker_label,98,contextual,speaker/group/role label,authoritative speaker_jp scan,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,translate label according to row context; not a reusable proper term,,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,男,,ordinary_or_context_collision,74,contextual,translate in sentence; not frozen as a chapter term,origin/main glossary checked + JP context,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,exact string match is not a context-applicable terminology match,pf:static:photonflowers11.rio:487194916:00044682 | 千鶴 | 【千鶴】「でもぉ、<03>権利ばかり主張して義務を果たさないのは、<03>男としてどうなのかしら？」<01> || pf:static:photonflowers11.rio:487194916:00044976 | 武 | 【武】「だ、<03>男女差別する気かー！？」<01> || pf:static:photonflowers11.rio:487194916:00045078 | 千鶴 | 【千鶴】「ぜ～んぜん。<0A>私はただ、<03>恋人の前で矮小な器を曝して…<03>…<03>男として恥ずかしくないのかなあっ…<03>…<03>て思っただけ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,声,,ordinary_or_context_collision,65,contextual,translate in sentence; not frozen as a chapter term,origin/main glossary checked + JP context,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,exact string match is not a context-applicable terminology match,pf:static:photonflowers11.rio.002:630827184:00030056 | 声 | 【声】「いらっしゃーい！」<01> || pf:static:photonflowers11.rio.002:630827184:00030140 | 声 | 【声】「おじゃまします…<03>…<03>」<01> || pf:static:photonflowers11.rio.002:630827184:00030424 |  | おい…<03>…<03>今の声…<03>…<03>委員長じゃないか？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,バカ,,ordinary_katakana_or_sound,59,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00066468 |  | バカかオレは。<01> || pf:static:photonflowers11.rio.002:30631052:00067292 |  | その状況に甘えて寝ちまうバカがどこにいるんだよ。<0A>愛想尽かされてもいいのか？<01> || pf:static:photonflowers11.rio.002:30631052:00114056 |  | ニヤケつつも知らんぷりされて、<03>オレだけ気づかれてないつもりでバカ丸出し…<03>…<03>なんてことになりかねない。<01>,mechanical_scan_reviewed
