"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"84","pm:static:photonmelodies11.rio.002:1214091360:00226744","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","おそらくドーバー基地群建造の際に、<03>大規模な土木植林事業を行って占領前の状態を復元したんだろう。<01>","恐怕是在建造多佛基地群时，<03>开展了大规模土木与造林工程，把这里复原到了占领前的状态吧。<01>"
"85","pm:static:photonmelodies11.rio.002:1214091360:00227184","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「…<03>…<03>…<03>…<03>」<01>","【清十郎】「…<03>…<03>…<03>…<03>」<01>"
"86","pm:static:photonmelodies11.rio.002:1214091360:00227258","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","常識的に考えれば基地群の建設に財政も資源も圧迫され、<03>そんなことまでする余裕はまったく無かったはずだ。<01>","按常理来说，建设基地群本就耗费了大量财力物力，<03>他们理应根本没有余力再做这种事。<01>"
"87","pm:static:photonmelodies11.rio.002:1214091360:00227690","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","…<03>…<03>だが、<03>そうしなければならなかった欧州先達の想い、<03>俺は察して余りある。<01>","…<03>…<03>然而，<03>欧洲先辈即便如此也非做不可的心情，<03>我完全能够体会。<01>"
"88","pm:static:photonmelodies11.rio.002:1214091360:00228236","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","――意地と覚悟だ。<01>","――那是骨气与觉悟。<01>"
"89","pm:static:photonmelodies11.rio.002:1214091360:00228416","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","蹂躙に対する不屈の闘志と二度と侵攻を許さないという決意…<03>…<03>！！<01>","那是面对蹂躏也绝不屈服的斗志，以及绝不容许敌人再次入侵的决心…<03>…<03>！！<01>"
"90","pm:static:photonmelodies11.rio.002:1214091360:00228842","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","――均されたものを元に戻すことで侵略の痕跡を抹消し、<03>全身全霊を懸けてＢＥＴＡのすべてを否定したに違いない。<01>","――他们必定是通过复原被夷平的一切来抹去侵略痕迹，<03>再倾尽全副身心，否定 BETA 留下的一切。<01>"
"91","pm:static:photonmelodies11.rio.002:1214091360:00229222","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","――礼をするのが当然のように思え、<03>自然に頭が下がった。<01>","――我不由得觉得理应向他们致礼，<03>头也自然而然地低了下去。<01>"
"92","pm:static:photonmelodies11.rio.002:1214091360:00229456","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","同じような境遇にある日本人として、<03>俺は欧州先達の敢闘精神とその気高さに共感と尊敬を禁じ得ない。<01>","作为有着相似处境的日本人，<03>我无法不对欧洲先辈的奋战精神及其高洁，心生共鸣与敬意。<01>"
"93","pm:static:photonmelodies11.rio.002:1214091360:00229854","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","これぞまさに騎士道精神の現れなのだろう。<01>","这正是骑士道精神的体现吧。<01>"
"94","pm:static:photonmelodies11.rio.002:1214091360:00230010","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「百聞は一見にしかず、<03>とはよく言ったものだ…<03>…<03>」<01>","【清十郎】「百闻不如一见，<03>此言诚不我欺…<03>…<03>」<01>"
"95","pm:static:photonmelodies11.rio.002:1214091360:00230218","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","欧州よ、<03>到着して数時間も経たないというのに、<03>またしても貴様に教えられてしまったな。<01>","欧洲啊，<03>明明我抵达还不到数小时，<03>却又一次受你教诲了。<01>"
"96","pm:static:photonmelodies11.rio.002:1214091360:00230508","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","この地が俺の研修先に選ばれたことは正に僥倖だ。
騎士道の何たるか――ますます知りたくなったぞ！<01>","这片土地能被选为我的研修地，实乃莫大幸事。
所谓骑士道究竟为何――我越来越想知道了！<01>"
"97","pm:static:photonmelodies11.rio.002:1214091360:00230912","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「――ん、<03>あれは…<03>…<03>？」<01>","【清十郎】「――嗯，<03>那是…<03>…<03>？」<01>"
"98","pm:static:photonmelodies11.rio.002:1214091360:00231044","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","朝靄の気まぐれか、<03>乳白色の切れ間から道らしきものが見下ろせた。<01>","不知是否是朝雾一时兴起，<03>透过乳白色雾气的一处缺口，我望见下方似乎有一条道路。<01>"
"99","pm:static:photonmelodies11.rio.002:1214091360:00231292","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「あっちは舗装されていないようだが、<03>遊歩道か何かか？」<01>","【清十郎】「那边似乎没铺过路面，<03>是步道之类的吗？」<01>"
"100","pm:static:photonmelodies11.rio.002:1214091360:00231516","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","このまま舗装路を進んでも埒があかない気がする…<03>…<03>。<01>","总觉得继续沿着铺装路前进也不会有什么进展…<03>…<03>。<01>"
"101","pm:static:photonmelodies11.rio.002:1214091360:00231702","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","まだ時間に猶予はある。
不名誉な最期を回避するための何かを見つけるには、<03>ここで流れを変えるのも悪くない。<01>","时间还算充裕。
要想找出避免那种不名誉死法的办法，<03>不妨就在这里换个方向。<01>"
"102","pm:static:photonmelodies11.rio.002:1214091360:00232070","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「…<03>…<03>よし」<01>","【清十郎】「…<03>…<03>好」<01>"
"103","pm:static:photonmelodies11.rio.002:1214091360:00232150","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","舗装路を離れ、<03>低木の枝葉をよけながら木立の合間に分け入る。
それほど急ではない斜面だが、<03>慎重に足を運ぶ。<01>","我离开铺装路，<03>一边拨开低矮灌木的枝叶，一边走入林木之间。
斜坡并不算陡，<03>但我每一步仍走得十分谨慎。<01>"
"104","pm:static:photonmelodies11.rio.002:1214091360:00232550","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","四兄・匡四郎の受け売りだが、<03>朝靄で湿った土は滑落しやすい上、<03>一見認識できない隠れた縦孔は特に要注意だ。<01>","这话也是照搬四兄匡四郎的教导，<03>被朝雾打湿的泥地很容易打滑，<03>尤其要提防那些乍看之下根本察觉不到的隐蔽竖孔。<01>"
"105","pm:static:photonmelodies11.rio.002:1214091360:00233156","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","片手にトランクを持ち、<03>滑りやすい革底のフォーマルシューズを履いているだけに、<03>用心に過ぎるということはない。<01>","我一手提着行李箱，<03>脚上又穿着容易打滑的皮底正装鞋，<03>再怎么小心也不为过。<01>"
"106","pm:static:photonmelodies11.rio.002:1214091360:00233566","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「…<03>…<03>よし、<03>転ばずに済んだな。
完璧だ、<03>服も汚れていない。
靴に付いた泥はあとで――！！」<01>","【清十郎】「…<03>…<03>好，<03>总算没摔倒。
完美，<03>衣服也没弄脏。
鞋上的泥之后再――！！」<01>"
"107","pm:static:photonmelodies11.rio.002:1214091360:00233972","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「――ああッしまったッ！
どうせならゲート前で軍靴に履き替えるべきだったッ！！」<01>","【清十郎】「――啊啊糟了！
既然如此，刚才就该在闸门前换上军靴！！」<01>"
"108","pm:static:photonmelodies11.rio.002:1214091360:00234238","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","くっ…<03>…<03>右手に持ったトランクの重みが、<03>失念を悔いる俺をあざ笑うかのようだ…<03>…<03>！
そこには日用品やＢＤＵと共に軍靴も収まっているのだ。<01>","可恶…<03>…<03>右手行李箱的重量，<03>仿佛在嘲笑为疏忽而懊悔的我…<03>…<03>！
那里头除了日用品和 BDU，也收着军靴。<01>"
"109","pm:static:photonmelodies11.rio.002:1214091360:00234664","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「…<03>…<03>ぬぅ～～～～～む…<03>…<03>…<03>…<03>！！！」<01>","【清十郎】「…<03>…<03>唔～～～～～嗯…<03>…<03>…<03>…<03>！！！」<01>"
"110","pm:static:photonmelodies11.rio.002:1214091360:00234770","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","後悔の理由は革靴の滑りやすさだけではない…<03>…<03>。<01>","后悔的理由并不只是皮鞋容易打滑…<03>…<03>。<01>"
"111","pm:static:photonmelodies11.rio.002:1214091360:00234948","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","軍人たるものいついかなる時も身嗜みを整えておくのが常識。
作戦中以外は軍靴であっても鏡のように磨き上げておかなければならないのだ。<01>","身为军人，无论何时都整理好仪容乃是常识。
除作战期间外，即便是军靴，也必须打磨得如镜面一般。<01>"
"112","pm:static:photonmelodies11.rio.002:1214091360:00235442","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","――研修生という、<03>先方の厚意に乗じる身にありながら、<03>土まみれの靴で上官の歓待を受けるなど非礼の極みッ！<01>","――身为研修生，<03>明明是承蒙对方厚意才来到此地，<03>却穿着沾满泥土的鞋接受上官欢迎，实乃无礼之极！<01>"
"113","pm:static:photonmelodies11.rio.002:1214091360:00235860","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","もし万が一、<03>迎えが来る前に靴の汚れが落とせないなどという最悪の事態になったとしたら…<03>…<03>！<01>","万一，<03>真的出现迎接人员到来之前仍没法擦掉鞋上污泥这种最坏情况…<03>…<03>！<01>"
"114","pm:static:photonmelodies11.rio.002:1214091360:00236156","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","――俺は靴だけでなく、<03>帝国斯衛と真壁の名にも泥を塗ることになってしまう…<03>…<03>ッ！！<01>","――那样一来，被泥弄脏的就不只是鞋，<03>我还会给帝国斯卫和真壁家抹黑…<03>…<03>！！<01>"
"115","pm:static:photonmelodies11.rio.002:1214091360:00236554","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「う…<03>…<03>ぬぅ…<03>…<03>！」<01>","【清十郎】「唔…<03>…<03>呃…<03>…<03>！」<01>"
"116","pm:static:photonmelodies11.rio.002:1214091360:00236636","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","ぬかった…<03>…<03>！！<01>","大意了…<03>…<03>！！<01>"
"117","pm:static:photonmelodies11.rio.002:1214091360:00236702","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","最悪の事態を回避する可能性を探ったがために、<03>異なる最悪の事態を呼び込んでしまうとは…<03>…<03>！<01>","没想到，我本想设法避免一种最坏情况，<03>却反而招来了另一种最坏情况…<03>…<03>！<01>"
"118","pm:static:photonmelodies11.rio.002:1214091360:00237102","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","清十郎","【清十郎】「いや、<03>大丈夫だ！　時間は…<03>…<03>まだ十分にある、<03>が…<03>…<03>」<01>","【清十郎】「不，<03>没问题！　时间还…<03>…<03>还相当充裕，<03>可是…<03>…<03>」<01>"
"119","pm:static:photonmelodies11.rio.002:1214091360:00237274","photonmelodies11.rio.002","crsa:photonmelodies11.rio.002@1214091360","","…<03>…<03>無性に気が焦り、<03>のどが渇く。
靴を磨く時間を見越して早めに戻らなければというプレッシャーが、<03>秒単位で重さを増して…<03>…<03>。<01>","…<03>…<03>我莫名焦躁起来，<03>喉咙也一阵发干。
一想到必须把擦鞋的时间也算进去、尽早赶回去，<03>这种压力便每过一秒都变得更沉重…<03>…<03>。<01>"
