jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
武・霞,武、霞,contextual,本作；详见使用限制,selected-photonmelodies,146,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
武君人形,小武人偶,contextual,本作；详见使用限制,selected-photonmelodies,147,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
水月,水月,contextual,本作；详见使用限制,selected-photonmelodies,148,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
水月・慧,水月、慧,contextual,本作；详见使用限制,selected-photonmelodies,149,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
水月・武,水月、武,contextual,本作；详见使用限制,selected-photonmelodies,150,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
涼宮,凉宫,contextual,本作；详见使用限制,selected-photonmelodies,151,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
涼宮中尉,凉宫中尉,contextual,本作；详见使用限制,selected-photonmelodies,152,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
涼宮少尉,凉宫少尉,contextual,本作；详见使用限制,selected-photonmelodies,153,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
涼宮少尉・涼宮中尉,凉宫少尉、凉宫中尉,contextual,本作；详见使用限制,selected-photonmelodies,154,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
清十郎,清十郎,contextual,本作；详见使用限制,selected-photonmelodies,155,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
火星,火星,contextual,本作；详见使用限制,selected-photonmelodies,156,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
焔狼大隊全員,焰狼大队全员,contextual,本作；详见使用限制,selected-photonmelodies,157,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
熊,熊,contextual,本作；详见使用限制,selected-photonmelodies,158,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
男の声,男声,contextual,本作；详见使用限制,selected-photonmelodies,159,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
男性士官の声,男军官的声音,contextual,本作；详见使用限制,selected-photonmelodies,160,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
白陵,白陵,contextual,本作；详见使用限制,selected-photonmelodies,161,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
真壁清十郎,真壁清十郎,contextual,本作；详见使用限制,selected-photonmelodies,162,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
真耶,真耶,contextual,本作；详见使用限制,selected-photonmelodies,163,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
真耶・月詠,真耶、月咏,contextual,本作；详见使用限制,selected-photonmelodies,164,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
神代,神代,contextual,本作；详见使用限制,selected-photonmelodies,165,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
神代・巴,神代、巴,contextual,本作；详见使用限制,selected-photonmelodies,166,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
神代・巴・戎,神代、巴、戎,contextual,本作；详见使用限制,selected-photonmelodies,167,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
神宮司,神宫司,contextual,本作；详见使用限制,selected-photonmelodies,168,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
神宮司まりも,神宫司麻理茉,contextual,本作；详见使用限制,selected-photonmelodies,169,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
突入部隊隊長,突入部队队长,contextual,本作；详见使用限制,selected-photonmelodies,170,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
第２中隊全員,第二中队全员,contextual,本作；详见使用限制,selected-photonmelodies,171,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
第３小隊全員,第三小队全员,contextual,本作；详见使用限制,selected-photonmelodies,172,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
築地,筑地,contextual,本作；详见使用限制,selected-photonmelodies,173,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
築地・武,筑地、武,contextual,本作；详见使用限制,selected-photonmelodies,174,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
米国,美国,contextual,本作；详见使用限制,selected-photonmelodies,175,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
米軍,美军,contextual,本作；详见使用限制,selected-photonmelodies,176,provisional-selected,,仅作翻译审校参考；确认对应专名/军事称谓后使用，不自动替换正文；来自上一轮暂定专表，不是历史全量基线。
純夏,纯夏,contextual,本作；详见使用限制,selected-photonmelodies,177,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
純夏・壬姫,纯夏、壬姬,contextual,本作；详见使用限制,selected-photonmelodies,178,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
純夏・壬姫・柏木,纯夏、壬姬、柏木,contextual,本作；详见使用限制,selected-photonmelodies,179,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
純夏・壬姫・美琴,纯夏、壬姬、美琴,contextual,本作；详见使用限制,selected-photonmelodies,180,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
純夏・壬姫・霞,纯夏、壬姬、霞,contextual,本作；详见使用限制,selected-photonmelodies,181,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
純夏・悠陽・冥夜,纯夏、悠阳、冥夜,contextual,本作；详见使用限制,selected-photonmelodies,182,provisional-selected,,仅限完整【说话人】字段；不得用作正文子串替换；来自上一轮暂定专表，不是历史全量基线。
